"id","equipo_vhf_id","canal","tipo","created_at"
496,496,CPPL,Main,2026-01-08 16:27:30.743
497,497,CPPL,Standby,2026-01-08 16:27:31.628
498,498,CAUX,Main,2026-01-08 16:27:32.380
499,499,CAUX,Standby,2026-01-08 16:27:33.094
500,500,CAUX,Main,2026-01-08 16:27:33.920
501,501,CAUX,Standby,2026-01-08 16:27:34.918
502,502,SMC,Main,2026-01-08 16:27:35.763
503,503,SMC,Standby,2026-01-08 16:27:36.679
504,504,SMC,Main,2026-01-08 16:27:37.500
505,505,SMC,Standby,2026-01-08 16:27:38.444
506,506,ATIS,Main,2026-01-08 16:27:39.343
507,507,ATIS,Standby,2026-01-08 16:27:40.164
508,508,CPPL,Main,2026-01-08 16:27:40.932
509,509,CPPL,Standby,2026-01-08 16:27:41.702
510,510,CPPL,Main,2026-01-08 16:27:42.527
511,511,CPPL,Standby,2026-01-08 16:27:43.160
512,512,CAUX,Main,2026-01-08 16:27:44.126
513,513,CAUX,Standby,2026-01-08 16:27:44.977
514,514,CAUX,Main,2026-01-08 16:27:45.864
515,515,CAUX,Standby,2026-01-08 16:27:46.535
516,516,EMERG,Main,2026-01-08 16:27:47.356
517,517,EMERG,Standby,2026-01-08 16:27:48.353
518,518,EMERG,Main,2026-01-08 16:27:49.196
519,519,EMERG,Standby,2026-01-08 16:27:50.197
520,520,CLRD,Main,2026-01-08 16:27:51.017
521,521,CLRD,Standby,2026-01-08 16:27:51.793
522,522,CLRD,Main,2026-01-08 16:27:52.555
523,523,CLRD,Standby,2026-01-08 16:27:53.484
524,524,EZE 1,Main,2026-01-08 16:27:54.256
525,525,EZE 1,Standby,2026-01-08 16:27:55.109
526,526,EZE 1,Main,2026-01-08 16:27:56.116
527,527,EZE 1,Standby,2026-01-08 16:27:56.832
528,528,EZE 1,Main,2026-01-08 16:27:57.676
529,529,EZE 1,Standby,2026-01-08 16:27:58.491
530,530,EZE 1,Main,2026-01-08 16:27:59.310
531,531,EZE 1,Standby,2026-01-08 16:28:00.234
532,532,EZE 2,Main,2026-01-08 16:28:01.124
533,533,EZE 2,Standby,2026-01-08 16:28:01.979
534,534,EZE 2,Main,2026-01-08 16:28:02.905
535,535,EZE 2,Standby,2026-01-08 16:28:03.819
536,536,EZE 2,Main,2026-01-08 16:28:04.738
537,537,EZE 2,Standby,2026-01-08 16:28:05.465
538,538,EZE 2,Main,2026-01-08 16:28:06.382
539,539,EZE 2,Standby,2026-01-08 16:28:07.586
540,540,DEFAULT,Main,2026-01-08 16:28:08.537
541,541,DEFAULT,Standby,2026-01-08 16:28:09.346
542,542,DEFAULT,Main,2026-01-08 16:28:10.071
543,543,DEFAULT,Standby,2026-01-08 16:28:10.987
544,544,DEFAULT,Main,2026-01-08 16:28:11.844
545,545,DEFAULT,Standby,2026-01-08 16:28:12.675
546,546,DEFAULT,Main,2026-01-08 16:28:13.446
547,547,DEFAULT,Standby,2026-01-08 16:28:14.268
548,548,DEFAULT,Main,2026-01-08 16:28:15.078
549,549,DEFAULT,Standby,2026-01-08 16:28:15.901
550,550,DEFAULT,Main,2026-01-08 16:28:16.621
551,551,DEFAULT,Standby,2026-01-08 16:28:17.515
552,552,DEFAULT,Main,2026-01-08 16:28:18.356
553,553,DEFAULT,Standby,2026-01-08 16:28:19.182
554,554,DEFAULT,Main,2026-01-08 16:28:19.961
555,555,DEFAULT,Standby,2026-01-08 16:28:20.816
556,556,DEFAULT,Main,2026-01-08 16:28:21.633
557,557,DEFAULT,Standby,2026-01-08 16:28:22.454
558,558,DEFAULT,Main,2026-01-08 16:28:23.278
559,559,DEFAULT,Standby,2026-01-08 16:28:24.094
560,560,DEFAULT,Main,2026-01-08 16:28:25.013
561,561,DEFAULT,Standby,2026-01-08 16:28:25.840
562,562,DEFAULT,Main,2026-01-08 16:28:26.728
563,563,DEFAULT,Standby,2026-01-08 16:28:27.469
564,566,CPPL,Main,2026-01-08 16:28:29.017
565,567,CPPL,Standby,2026-01-08 16:28:29.929
566,568,CAUX I,Main,2026-01-08 16:28:30.847
567,569,CAUX I,Standby,2026-01-08 16:28:31.678
568,570,CAUX II,Main,2026-01-08 16:28:32.593
569,571,CAUX II,Standby,2026-01-08 16:28:33.618
570,572,SMC,Main,2026-01-08 16:28:34.438
571,573,SMC,Standby,2026-01-08 16:28:35.255
572,574,CPPL,Main,2026-01-08 16:28:37.399
573,575,CPPL,Standby,2026-01-08 16:29:14.858
574,576,CAUX,Main,2026-01-08 16:29:15.903
575,577,CAUX,Standby,2026-01-08 16:29:16.872
576,578,EMERG,Main,2026-01-08 16:29:18.496
577,579,EMERG,Standby,2026-01-08 16:29:19.739
578,580,EMERG,Main,2026-01-08 16:29:20.730
579,581,EMERG,Standby,2026-01-08 16:29:21.650
580,582,CLRD,Main,2026-01-08 16:29:22.463
581,583,CLRD,Standby,2026-01-08 16:29:23.324
582,584,ATIS ESP.,Main,2026-01-08 16:29:24.209
583,585,ATIS ESP.,Standby,2026-01-08 16:29:25.416
584,586,ATIS ING.,Main,2026-01-08 16:29:26.152
585,587,ATIS ING.,Standby,2026-01-08 16:29:26.780
586,588,CPPL,Main,2026-01-08 16:29:27.708
587,589,CPPL,Standby,2026-01-08 16:29:28.413
588,590,CAUX,Main,2026-01-08 16:29:29.123
589,591,CAUX,Standby,2026-01-08 16:29:30.037
590,592,EMERG,Main,2026-01-08 16:29:30.863
591,593,EMERG,Standby,2026-01-08 16:29:31.684
592,594,SVO 1,Main,2026-01-08 16:29:32.467
593,595,SVO 1,Standby,2026-01-08 16:29:33.227
594,596,SVO 2,Main,2026-01-08 16:29:34.035
595,597,SVO 2,Standby,2026-01-08 16:29:34.961
596,598,CPPL,Main,2026-01-08 16:29:36.183
597,599,CPPL,Standby,2026-01-08 16:29:37.000
598,600,CAUX,Main,2026-01-08 16:29:38.357
599,601,CAUX,Standby,2026-01-08 16:29:39.064
600,602,EMERG,Main,2026-01-08 16:29:39.868
601,603,EMERG,Standby,2026-01-08 16:29:40.798
602,604,GUA 1,Main,2026-01-08 16:29:41.625
603,605,GUA 1,Standby,2026-01-08 16:29:42.493
604,606,GUA 2,Main,2026-01-08 16:29:43.236
605,607,GUA 2,Standby,2026-01-08 16:29:43.979
606,608,CPPL,Main,2026-01-08 16:29:45.103
607,609,CPPL,Standby,2026-01-08 16:29:46.022
608,610,CAUX,Main,2026-01-08 16:29:46.805
609,611,CAUX,Standby,2026-01-08 16:29:47.612
610,612,SMC,Main,2026-01-08 16:29:48.269
611,613,SMC,Standby,2026-01-08 16:29:48.982
612,614,ATIS,Main,2026-01-08 16:29:49.821
613,615,ATIS,Standby,2026-01-08 16:29:50.637
614,616,CPPL,Main,2026-01-08 16:29:51.448
615,617,CPPL,Standby,2026-01-08 16:29:52.363
616,618,CAUX,Main,2026-01-08 16:29:53.288
617,619,CAUX,Standby,2026-01-08 16:29:54.222
618,620,EMERG,Main,2026-01-08 16:29:55.126
619,621,EMERG,Standby,2026-01-08 16:29:55.918
620,622,ROS 1,Main,2026-01-08 16:29:56.667
621,623,ROS 1,Standby,2026-01-08 16:29:57.581
622,624,ROS 2,Main,2026-01-08 16:29:58.404
623,625,ROS 2,Standby,2026-01-08 16:29:59.138
624,626,CPPL,Main,2026-01-08 16:30:00.153
625,627,CPPL,Standby,2026-01-08 16:30:01.063
626,628,CAUX,Main,2026-01-08 16:30:01.840
627,629,CAUX,Standby,2026-01-08 16:30:02.675
628,630,EMERG,Main,2026-01-08 16:30:03.630
629,631,EMERG,Standby,2026-01-08 16:30:04.456
630,632,DIL 1,Main,2026-01-08 16:30:05.282
631,633,DIL 1,Standby,2026-01-08 16:30:05.982
632,634,DIL 2,Main,2026-01-08 16:30:06.902
633,635,DIL 2,Standby,2026-01-08 16:30:07.825
634,636,CPPL,Main,2026-01-08 16:30:08.849
635,637,CPPL,Standby,2026-01-08 16:30:09.811
636,638,CAUX,Main,2026-01-08 16:30:10.653
637,639,CAUX,Standby,2026-01-08 16:30:11.510
638,640,EMERG,Main,2026-01-08 16:30:12.443
639,641,EMERG,Standby,2026-01-08 16:30:13.248
640,642,MDP 1,Main,2026-01-08 16:30:14.078
641,643,MDP 1,Standby,2026-01-08 16:30:14.796
642,644,MDP 2,Main,2026-01-08 16:30:15.605
643,645,MDP 2,Standby,2026-01-08 16:30:16.481
644,646,CPPL,Main,2026-01-08 16:30:17.461
645,647,CPPL,Standby,2026-01-08 16:30:18.275
646,648,CAUX,Main,2026-01-08 16:30:18.990
647,649,CAUX,Standby,2026-01-08 16:30:19.927
648,650,SMC,Main,2026-01-08 16:30:20.739
649,651,SMC,Standby,2026-01-08 16:30:21.648
650,652,EMERG,Main,2026-01-08 16:30:22.575
651,653,EMERG,Standby,2026-01-08 16:30:23.512
652,654,CPPL,Main,2026-01-08 16:30:24.312
653,655,CPPL,Standby,2026-01-08 16:30:25.234
654,656,BCA 1,Main,2026-01-08 16:30:25.957
655,657,BCA 1,Standby,2026-01-08 16:30:26.771
656,658,BCA 2,Main,2026-01-08 16:30:27.586
657,659,BCA 2,Standby,2026-01-08 16:30:28.462
658,660,CPPL,Main,2026-01-08 16:30:29.438
659,661,CPPL,Standby,2026-01-08 16:30:30.273
660,662,CAUX,Main,2026-01-08 16:30:31.076
661,663,CAUX,Standby,2026-01-08 16:30:31.893
662,664,OSA 1,Main,2026-01-08 16:30:32.810
663,665,OSA 1,Standby,2026-01-08 16:30:33.738
664,666,OSA 2,Main,2026-01-08 16:30:34.667
665,667,OSA 2,Standby,2026-01-08 16:30:35.572
666,668,CPPL,Main,2026-01-08 16:30:36.804
667,669,CPPL,Standby,2026-01-08 16:30:37.625
668,670,CAUX,Main,2026-01-08 16:30:38.581
669,671,CAUX,Standby,2026-01-08 16:30:39.371
670,672,SMC,Main,2026-01-08 16:30:40.208
671,673,SMC,Standby,2026-01-08 16:30:41.058
672,674,EMERG,Main,2026-01-08 16:30:41.757
673,675,EMERG,Standby,2026-01-08 16:30:42.610
674,676,ATIS,Main,2026-01-08 16:30:43.357
675,677,ATIS,Standby,2026-01-08 16:30:44.290
676,678,NEU 1,Main,2026-01-08 16:30:45.100
677,679,NEU 1,Standby,2026-01-08 16:30:45.929
678,680,NEU 2,Main,2026-01-08 16:30:46.641
679,681,NEU 2,Standby,2026-01-08 16:30:47.554
680,682,CPPL,Main,2026-01-08 16:30:48.683
681,683,CPPL,Standby,2026-01-08 16:30:49.706
682,684,CAUX,Main,2026-01-08 16:30:50.494
683,685,CAUX,Standby,2026-01-08 16:30:51.242
684,686,EMERG,Main,2026-01-08 16:30:52.132
685,687,EMERG,Standby,2026-01-08 16:30:52.983
686,688,DIA 1,Main,2026-01-08 16:30:53.930
687,689,DIA 1,Standby,2026-01-08 16:30:54.928
688,690,DIA 1,Main,2026-01-08 16:30:55.814
689,691,DIA 1,Standby,2026-01-08 16:30:56.672
690,692,DIA 2,Main,2026-01-08 16:30:57.463
691,693,DIA 2,Standby,2026-01-08 16:30:58.250
692,694,DIA 2,Main,2026-01-08 16:30:59.021
693,695,DIA 2,Standby,2026-01-08 16:30:59.746
694,696,CPPL,Main,2026-01-08 16:31:00.769
695,697,CPPL,Standby,2026-01-08 16:31:01.690
696,698,CAUX,Main,2026-01-08 16:31:02.511
697,699,CAUX,Standby,2026-01-08 16:31:03.328
698,700,EMERG,Main,2026-01-08 16:31:04.989
699,701,EMERG,Standby,2026-01-08 16:31:05.694
700,702,SMC,Main,2026-01-08 16:31:06.612
701,703,SMC,Standby,2026-01-08 16:31:07.423
702,704,ATIS,Main,2026-01-08 16:31:08.244
703,705,ATIS,Standby,2026-01-08 16:31:08.902
704,706,CPPL,Main,2026-01-08 16:31:09.986
705,707,CPPL,Standby,2026-01-08 16:31:10.967
706,708,CAUX,Main,2026-01-08 16:31:11.805
707,709,CAUX,Standby,2026-01-08 16:31:12.642
708,710,EMERG,Main,2026-01-08 16:31:13.426
709,711,EMERG,Standby,2026-01-08 16:31:14.106
710,712,SMC,Main,2026-01-08 16:31:14.806
711,713,SMC,Standby,2026-01-08 16:31:15.587
712,714,ATIS,Main,2026-01-08 16:31:16.432
713,715,ATIS,Standby,2026-01-08 16:31:17.154
714,716,CPPL,Main,2026-01-08 16:31:18.377
715,717,CPPL,Standby,2026-01-08 16:31:19.150
716,718,CAUX,Main,2026-01-08 16:31:19.958
717,719,CAUX,Standby,2026-01-08 16:31:20.706
718,720,EMERG,Main,2026-01-08 16:31:21.556
719,721,EMERG,Standby,2026-01-08 16:31:22.479
720,722,PAR 1,Main,2026-01-08 16:31:23.313
721,723,PAR 1,Standby,2026-01-08 16:31:24.115
722,724,PAR 2,Main,2026-01-08 16:31:24.934
723,725,PAR 2,Standby,2026-01-08 16:31:25.754
724,726,PEH 1,Main,2026-01-08 16:31:26.824
725,727,PEH 1,Standby,2026-01-08 16:31:27.595
726,728,PEH 2,Main,2026-01-08 16:31:28.517
727,729,PEH 2,Standby,2026-01-08 16:31:29.341
728,730,CPPL,Main,2026-01-08 16:31:30.468
729,731,CPPL,Standby,2026-01-08 16:31:31.385
730,732,CAUX,Main,2026-01-08 16:31:32.515
731,733,CAUX,Standby,2026-01-08 16:31:33.333
732,734,ATIS,Main,2026-01-08 16:31:34.152
733,735,ATIS,Standby,2026-01-08 16:31:35.070
734,736,SMC,Main,2026-01-08 16:31:35.867
735,737,SMC,Standby,2026-01-08 16:31:36.709
736,738,EMERG,Main,2026-01-08 16:31:37.633
737,739,EMERG,Standby,2026-01-08 16:31:38.585
738,740,CLRD,Main,2026-01-08 16:31:39.472
739,741,CLRD,Standby,2026-01-08 16:31:40.289
740,742,CPPL,Main,2026-01-08 16:31:41.417
741,743,CPPL,Standby,2026-01-08 16:31:42.337
742,744,CAUX,Main,2026-01-08 16:31:43.361
743,745,CAUX,Standby,2026-01-08 16:31:44.471
744,746,SMC,Main,2026-01-08 16:31:45.309
745,747,SMC,Standby,2026-01-08 16:31:46.233
746,748,CPPL,Main,2026-01-08 16:31:47.360
747,749,CPPL,Standby,2026-01-08 16:31:48.131
748,750,CAUX,Main,2026-01-08 16:31:48.895
749,751,CAUX,Standby,2026-01-08 16:31:49.649
750,752,EMERG,Main,2026-01-08 16:31:50.455
751,753,EMERG,Standby,2026-01-08 16:31:51.210
752,754,CPPL,Main,2026-01-08 16:31:52.176
753,755,CPPL,Standby,2026-01-08 16:31:53.093
754,756,CAUX,Main,2026-01-08 16:31:54.018
755,757,CAUX,Standby,2026-01-08 16:31:54.747
756,758,EMERG,Main,2026-01-08 16:31:55.681
757,759,EMERG,Standby,2026-01-08 16:31:56.580
758,760,NIN 1,Main,2026-01-08 16:31:57.395
759,761,NIN 1,Standby,2026-01-08 16:31:58.317
760,762,NIN 2,Main,2026-01-08 16:31:59.849
761,763,NIN 2,Standby,2026-01-08 16:32:00.771
762,764,CPPL,Main,2026-01-08 16:32:02.105
763,765,CPPL,Standby,2026-01-08 16:32:03.032
764,766,CAUX,Main,2026-01-08 16:32:03.950
765,767,CAUX,Standby,2026-01-08 16:32:04.771
766,768,EMERG,Main,2026-01-08 16:32:06.128
767,769,EMERG,Standby,2026-01-08 16:32:06.943
768,770,CPPL,Main,2026-01-08 16:32:08.047
769,771,CPPL,Standby,2026-01-08 16:32:08.936
770,772,CAUX,Main,2026-01-08 16:32:09.799
771,773,CAUX,Standby,2026-01-08 16:32:11.236
772,774,SMC,Main,2026-01-08 16:32:12.245
773,775,SMC,Standby,2026-01-08 16:32:13.191
774,776,EMERG,Main,2026-01-08 16:32:14.287
775,777,EMERG,Standby,2026-01-08 16:32:15.011
776,778,ATIS,Main,2026-01-08 16:32:15.950
777,779,ATIS,Standby,2026-01-08 16:32:16.766
778,780,CPPL,Main,2026-01-08 16:32:17.693
779,781,CPPL,Standby,2026-01-08 16:32:18.599
780,782,CAUX,Main,2026-01-08 16:32:19.514
781,783,CAUX,Standby,2026-01-08 16:32:20.337
782,784,EMERG,Main,2026-01-08 16:32:21.156
783,785,EMERG,Standby,2026-01-08 16:32:21.911
784,786,LBY 1,Main,2026-01-08 16:32:22.895
785,787,LBY 1,Main,2026-01-08 16:32:23.710
786,788,LBY 1,Standby,2026-01-08 16:32:24.641
787,789,LBY 1,Standby,2026-01-08 16:32:25.365
788,790,LBY 2,Main,2026-01-08 16:32:26.070
789,791,LBY 2,Main,2026-01-08 16:32:26.888
790,792,LBY 2,Standby,2026-01-08 16:32:27.813
791,793,LBY 2,Standby,2026-01-08 16:32:28.639
792,794,OEL 1,Main,2026-01-08 16:32:29.865
793,795,OEL 1,Standby,2026-01-08 16:32:30.850
794,796,OEL 2,Main,2026-01-08 16:32:31.807
795,797,OEL 2,Standby,2026-01-08 16:32:32.756
796,798,CHA 1,Main,2026-01-08 16:32:33.816
797,799,CHA 1,Standby,2026-01-08 16:32:34.527
798,800,CHA 2,Main,2026-01-08 16:32:35.594
799,801,CHA 2,Standby,2026-01-08 16:32:36.323
800,802,PGA 1,Main,2026-01-08 16:32:37.301
801,803,PGA 1,Standby,2026-01-08 16:32:38.062
802,804,PGA 2,Main,2026-01-08 16:32:38.905
803,805,PGA 2,Standby,2026-01-08 16:32:39.806
