"id","vhf_id","tipo_equipo","marca","modelo","numero_serie","tecnologia","activo_fijo","estado","created_at"
431,45,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:32.582
432,45,Main,R&S,XU4200,"103101",Analógico,"18807",OK,2026-01-08 16:26:33.553
433,45,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:34.788
434,45,Main,R&S,XU4200,"103042",Analógico,"18809",OK,2026-01-08 16:26:35.839
435,45,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:36.861
436,45,Main,Becker,TG-264,S/N,Analógico,"18151",OK,2026-01-08 16:26:37.869
437,45,Standby,R&S,XU4200,"103100",Analógico,"18808",OK,2026-01-08 16:26:38.948
438,45,Main,R&S,XU251,"849216/017",Analógico,,OK,2026-01-08 16:26:40.327
439,45,Standby,R&S,XU251,"100026",Analógico,"18235",OK,2026-01-08 16:26:41.414
440,45,Main,R&S,XU4200,"105477",IP,,OK,2026-01-08 16:26:42.215
441,45,Standby,R&S,XU4200,"105484",IP,,OK,2026-01-08 16:26:43.145
442,46,Main,R&S,XU4200,"100099",Analógico,,OK,2026-01-08 16:26:44.264
443,46,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:44.997
444,46,Main,R&S,XU4200,"100109",Analógico,"18748",OK,2026-01-08 16:26:45.738
445,46,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:46.404
446,46,Main,Becker,TG-264,S/N,Analógico,"18755",OK,2026-01-08 16:26:47.293
447,46,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:48.144
448,46,Main,R&S,XU251,"849611/018",Analógico,,OK,2026-01-08 16:26:48.773
449,46,Standby,R&S,XU251,"849611/019",Analógico,,OK,2026-01-08 16:26:49.486
450,46,Main,R&S,XU4200,"105490",IP,,OK,2026-01-08 16:26:50.197
451,46,Standby,R&S,XU4200,"105476",IP,,OK,2026-01-08 16:26:51.116
452,47,Main,R&S,XU251,"834513/018",Analógico,"23199",OK,2026-01-08 16:26:52.237
453,47,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:52.956
454,47,Main,R&S,XU251,"849216/012",Analógico,S/N,OK,2026-01-08 16:26:53.879
455,47,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:54.718
391,40,Standby,R&S,XU4200,RTX 193109,IP,RTX ----------------,NOVEDAD,2026-01-08 16:25:53.911
389,40,Standby,R&S,XU251,RTX 834513/022,Analógico,RTX ----------------,OK,2026-01-08 16:25:52.076
456,47,Main,Becker,TG-264,S/N,Analógico,"18151",OK,2026-01-08 16:26:55.620
457,47,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:56.440
458,47,Main,R&S,XU251,"849611/003",Analógico,"16049",OK,2026-01-08 16:26:57.165
459,47,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:26:58.098
460,47,Main,R&S,XU251,"849611/016",Analógico,S/N,OK,2026-01-08 16:26:58.810
461,47,Standby,R&S,XU251,"849216/052",Analógico,S/N,OK,2026-01-08 16:26:59.617
462,47,Main,R&S,XU4200,"105486",IP,,OK,2026-01-08 16:27:00.456
463,47,Standby,R&S,XU4200,"105487",IP,,OK,2026-01-08 16:27:01.252
464,48,Main,R&S,XU4200,"102823",Analógico,"22944",OK,2026-01-08 16:27:02.286
465,48,Standby,Becker,TG-264,"619",Analógico,,OK,2026-01-08 16:27:03.400
466,48,Main,R&S,XU4200,"102825",Analógico,"22943",OK,2026-01-08 16:27:04.322
467,48,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:27:05.552
468,48,Main,R&S,XU4200,"102873",Analógico,"22943",OK,2026-01-08 16:27:06.370
469,48,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:27:07.198
470,48,Main,R&S,XU251,"849216/018",Analógico,,OK,2026-01-08 16:27:08.010
471,48,Standby,R&S,XU251,"844216/024",Analógico,,OK,2026-01-08 16:27:08.842
472,48,Main,R&S,XU4200,"105485",IP,,OK,2026-01-08 16:27:09.647
473,48,Standby,R&S,XU4200,"105489",IP,,OK,2026-01-08 16:27:10.580
474,49,Main,R&S,XU251,"849216/014",Analógico,"23201",OK,2026-01-08 16:27:11.606
475,49,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:27:12.415
476,49,Main,R&S,XU251,"849611/002",Analógico,"16050",OK,2026-01-08 16:27:13.334
477,49,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:27:14.224
478,49,Main,Becker,TG-264,"670",Analógico,"18109",OK,2026-01-08 16:27:14.981
479,49,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:27:15.857
480,50,Main,R&S,XU251,S/N,Analógico,S/N,OK,2026-01-08 16:27:16.924
481,50,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:27:17.850
482,50,Main,R&S,XU251,"839367/050",Analógico,"23200",OK,2026-01-08 16:27:18.558
483,50,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:27:19.279
484,50,Main,Becker,TG-264,"649",Analógico,"18061",OK,2026-01-08 16:27:20.001
485,50,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:27:20.825
486,51,Main,R&S,XU251,"849216/049",Analógico,,OK,2026-01-08 16:27:21.849
487,51,Standby,R&S,XU251,"849611/016",Analógico,,OK,2026-01-08 16:27:22.662
488,51,Main,R&S,XU4200,"105481",IP,"27243",OK,2026-01-08 16:27:23.393
489,51,Standby,R&S,XU4200,"105488",IP,"27242",OK,2026-01-08 16:27:24.287
490,52,Main,R&S,XU251,"849216/051",Analógico,,OK,2026-01-08 16:27:25.314
491,52,Standby,R&S,XU251,"849611/017",Analógico,,OK,2026-01-08 16:27:26.145
492,52,Main,R&S,XU4200,"105483",IP,,OK,2026-01-08 16:27:26.962
493,52,Standby,R&S,XU4200,"105480",IP,,OK,2026-01-08 16:27:27.695
494,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:27:28.908
495,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:27:29.653
496,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:30.443
497,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:31.264
498,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:32.127
499,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:32.798
500,53,Main,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:33.635
501,53,Standby,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:34.532
502,53,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:35.453
503,53,Standby,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:36.383
504,53,Main,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:37.206
505,53,Standby,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:38.122
506,53,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:39.045
507,53,Standby,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:39.946
508,53,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:40.679
509,53,Standby,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:41.456
510,53,Main,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:42.216
511,53,Standby,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:42.948
512,53,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:43.921
513,53,Standby,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:44.673
514,53,Main,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:45.593
515,53,Standby,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:46.319
516,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:27:47.083
517,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:27:47.955
518,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:48.912
519,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:49.873
520,53,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:50.716
521,53,Standby,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:27:51.569
522,53,Main,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:52.351
523,53,Standby,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:27:53.169
524,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:27:54.046
525,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:27:54.821
526,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:27:55.776
527,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:27:56.621
528,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:57.368
529,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:58.186
530,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:59.083
531,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:27:59.929
532,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:00.838
533,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:01.673
534,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:02.590
535,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:03.518
536,53,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:28:04.435
537,53,Standby,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:28:05.164
538,53,Main,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:28:06.025
539,53,Standby,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:28:07.011
540,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:08.222
541,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:09.057
542,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:09.867
543,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:10.678
544,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:11.603
545,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:12.421
546,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:13.246
547,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:13.955
548,53,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:28:14.861
549,53,Standby,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:28:15.601
550,53,Main,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:28:16.359
551,53,Standby,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:28:17.234
552,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:18.055
553,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:18.912
554,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:19.693
555,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:20.521
556,53,Main,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:21.333
557,53,Standby,R&S,S 400 Tx,S/N,Analógico,,OK,2026-01-08 16:28:22.154
558,53,Main,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:23.026
559,53,Standby,R&S,S 400 Rx,S/N,Analógico,,OK,2026-01-08 16:28:23.796
560,53,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:28:24.716
561,53,Standby,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:28:25.530
562,53,Main,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:28:26.451
563,53,Standby,R&S,EU200,S/N,Analógico,,OK,2026-01-08 16:28:27.165
564,53,Multi fercuencia,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:28:27.970
565,53,Multi frecuencia,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:28:28.294
566,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:28.809
567,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:29.634
568,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:30.546
569,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:31.415
570,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:32.287
571,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:33.315
572,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:34.196
573,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:34.951
574,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:36.822
575,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:28:42.871
576,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:15.653
577,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:16.560
578,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:17.527
579,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:19.192
580,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:20.458
581,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:21.366
582,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:22.178
583,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:23.079
584,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:23.894
585,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:24.820
586,54,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:25.847
587,54,Standby,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:26.571
588,55,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:29:27.494
589,55,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:28.205
590,55,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:29:28.833
591,55,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:29.741
592,55,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:29:30.559
593,55,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:31.474
594,55,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:32.255
595,55,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:33.014
596,55,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:33.729
597,55,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:34.671
598,56,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:35.883
599,56,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:36.768
600,56,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:38.114
601,56,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:38.853
602,56,Main,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:39.592
603,56,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:40.379
604,56,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:41.410
605,56,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:42.227
606,56,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:43.006
607,56,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:43.671
608,57,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:44.785
609,57,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:45.721
610,57,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:46.594
611,57,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:47.342
612,57,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:48.068
613,57,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:48.744
614,57,Main,R&S,SU4200,S/N,Analógico,,OK,2026-01-08 16:29:49.595
615,57,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:50.334
616,57,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:51.241
617,57,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:52.059
618,57,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:52.977
619,57,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:53.894
620,57,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:54.828
621,57,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:29:55.662
622,57,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:56.457
623,57,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:57.277
624,57,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:58.103
625,57,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:29:58.918
626,58,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:29:59.893
627,58,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:00.767
628,58,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:01.627
629,58,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:02.398
630,58,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:03.230
631,58,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:04.141
632,58,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:05.063
633,58,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:05.777
634,58,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:06.507
635,58,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:07.523
636,59,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:08.564
637,59,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:09.460
638,59,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:10.388
639,59,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:11.203
640,59,Main,Becker,TG-264,S/N,Analógico,,OK,2026-01-08 16:30:12.131
641,59,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:12.943
642,59,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:13.766
643,59,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:14.495
644,59,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:15.303
645,59,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:16.224
646,60,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:30:17.145
647,60,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:17.964
648,60,Main,Collins,VHF 251,S/N,Analógico,,OK,2026-01-08 16:30:18.784
649,60,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:19.609
650,60,Main,Collins,VHF 251,S/N,Analógico,,OK,2026-01-08 16:30:20.423
651,60,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:21.345
652,60,Main,Collins,VHF 251,S/N,Analógico,,OK,2026-01-08 16:30:22.267
653,60,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:23.209
654,60,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:30:24.079
655,60,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:24.926
656,60,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:25.708
657,60,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:26.492
658,60,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:27.305
659,60,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:28.199
660,61,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:30:29.195
661,61,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:30.053
662,61,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:30:30.871
663,61,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:31.644
664,61,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:32.507
665,61,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:33.417
666,61,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:34.346
667,61,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:35.306
668,62,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:36.494
669,62,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:37.374
670,62,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:38.225
671,62,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:39.066
672,62,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:39.892
673,62,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:40.746
674,62,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:41.552
675,62,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:42.304
676,62,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:43.066
677,62,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:44.081
678,62,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:44.789
679,62,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:45.719
680,62,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:46.432
681,62,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:30:47.257
682,63,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:30:48.373
683,63,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:49.406
684,63,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:30:50.225
685,63,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:50.937
686,63,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:30:51.869
687,63,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:30:52.677
688,63,Main,R&S,EU4200,S/N,IP,,OK,2026-01-08 16:30:53.615
689,63,Standby,R&S,EU4200,S/N,IP,,OK,2026-01-08 16:30:54.622
690,63,Main,R&S,SU4200,S/N,IP,,OK,2026-01-08 16:30:55.542
691,63,Standby,R&S,SU4200,S/N,IP,,OK,2026-01-08 16:30:56.368
692,63,Main,R&S,EU4200,S/N,IP,,OK,2026-01-08 16:30:57.179
693,63,Standby,R&S,EU4200,S/N,IP,,OK,2026-01-08 16:30:58.001
694,63,Main,R&S,SU4200,S/N,IP,,OK,2026-01-08 16:30:58.817
695,63,Standby,R&S,SU4200,S/N,IP,,OK,2026-01-08 16:30:59.453
696,64,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:00.499
697,64,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:01.385
698,64,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:02.306
699,64,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:03.021
700,64,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:04.383
701,64,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:05.481
702,64,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:06.299
703,64,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:07.157
704,64,Main,R&S,SU4200,S/N,Analógico,,OK,2026-01-08 16:31:07.933
705,64,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:08.694
706,65,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:09.712
707,65,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:10.507
708,65,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:11.518
709,65,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:12.347
710,65,Main,Becker,TG-264,S/N,Analógico,,OK,2026-01-08 16:31:13.169
711,65,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:13.878
712,65,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:14.541
713,65,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:15.311
714,65,Main,R&S,SU200,S/N,Analógico,,OK,2026-01-08 16:31:16.137
715,65,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:16.943
716,66,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:18.078
717,66,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:18.924
718,66,Main,R&S,XU4200,S/N,Analógico,,OK,2026-01-08 16:31:19.711
719,66,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:20.502
720,66,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:31:21.220
721,66,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:22.172
722,66,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:31:23.107
723,66,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:31:23.873
724,66,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:31:24.699
725,66,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:31:25.448
726,67,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:31:26.571
727,67,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:31:27.393
728,67,Main,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:31:28.212
729,67,Standby,R&S,XU4200,S/N,IP,,OK,2026-01-08 16:31:29.038
730,68,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:31:30.159
731,68,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:31.079
732,68,Main,R&S,XU251,S/N,Analógico,,OK,2026-01-08 16:31:32.204
733,68,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:33.025
734,68,Main,R&S,SU4200,S/N,Analógico,,OK,2026-01-08 16:31:33.842
735,68,Standby,Sin Equipo,Sin Equipo,S/N,,,OK,2026-01-08 16:31:34.769
